Promoter Location,Bulge Location,DMS Signal
chr1:155978105-155978205,chr:1155978137-155978138,0
chr6:33272073-33272173,chr:633272130-33272131,0
chr6:33272073-33272173,chr:633272126-33272130,0
chr6:33272073-33272173,chr:633272107-33272108,0
chr6:33272073-33272173,chr:633272119-33272120,0.6926514594230778
chr6:33272073-33272173,chr:633272128-33272129,0
chr6:33272073-33272173,chr:633272134-33272139,0
chr6:33272073-33272173,chr:633272159-33272160,0.4669019148790696
chr6:33272073-33272173,chr:633272134-33272135,0
chr6:33272073-33272173,chr:633272144-33272145,0
chr11:113773641-113773741,chr:11113773645-113773646,0.8999553130963769
chr11:113773641-113773741,chr:11113773664-113773666,0.4836975843640472
chr11:113773641-113773741,chr:11113773685-113773690,0.43429891991944247
chr11:113773641-113773741,chr:11113773713-113773714,0
chr11:113773641-113773741,chr:11113773716-113773718,0
chr11:113773641-113773741,chr:11113773664-113773666,0.4836975843640472
chr11:113773641-113773741,chr:11113773685-113773690,0.43429891991944247
chr11:113773641-113773741,chr:11113773713-113773714,0
chr11:113773641-113773741,chr:11113773716-113773718,0
chr12:47758949-47759049,chr:1247758995-47758998,0
chr12:47758949-47759049,chr:1247758983-47758984,0
chr12:47758949-47759049,chr:1247759036-47759037,0
chr12:47758949-47759049,chr:1247758983-47758984,0
chr12:47758949-47759049,chr:1247759036-47759037,0
chr12:47758949-47759049,chr:1247758962-47758963,0
chr12:47758949-47759049,chr:1247758983-47758984,0
chr12:47758949-47759049,chr:1247758983-47758984,0
chr12:47758949-47759049,chr:1247758983-47758984,0
chr12:47758949-47759049,chr:1247758983-47758984,0
chr12:47758949-47759049,chr:1247758983-47758984,0
chr12:47758949-47759049,chr:1247759025-47759031,0
chr6:31664900-31665000,chr:631664958-31664959,0.7719004431516251
chr6:31664900-31665000,chr:631664988-31664991,0.4756657751481462
chr6:31664900-31665000,chr:631664994-31664995,0
chr6:31664900-31665000,chr:631664958-31664959,0.7719004431516251
chr4:102827144-102827244,chr:4102827150-102827151,0
chr4:102827144-102827244,chr:4102827201-102827203,0.39129336826114747
chr4:102827144-102827244,chr:4102827220-102827221,0.9814006708137428
chr4:102827144-102827244,chr:4102827237-102827238,0.0
chr4:102827144-102827244,chr:4102827205-102827206,0.5754937796952269
chr4:102827144-102827244,chr:4102827150-102827151,0
chr4:102827144-102827244,chr:4102827237-102827238,0.0
chr4:102827144-102827244,chr:4102827169-102827174,0.7429135317908235
chr4:102827144-102827244,chr:4102827212-102827215,0.6832969908836811
chr4:102827144-102827244,chr:4102827150-102827151,0
chr4:102827144-102827244,chr:4102827169-102827174,0.7429135317908235
chrX:40097395-40097495,chr:X40097432-40097433,0
chrX:40097395-40097495,chr:X40097477-40097482,0
chrX:40097395-40097495,chr:X40097489-40097491,0
chrX:40097395-40097495,chr:X40097424-40097425,0
chrX:40097395-40097495,chr:X40097447-40097448,0
chrX:40097395-40097495,chr:X40097450-40097451,0
chrX:40097395-40097495,chr:X40097444-40097445,0
chrX:40097395-40097495,chr:X40097432-40097433,0
chrX:40097395-40097495,chr:X40097444-40097445,0
chrX:40097395-40097495,chr:X40097467-40097468,0
chrX:40097395-40097495,chr:X40097404-40097405,0
chrX:40097395-40097495,chr:X40097408-40097409,0
chrX:40097395-40097495,chr:X40097467-40097468,0
chrX:40097395-40097495,chr:X40097444-40097445,0
chrX:40097395-40097495,chr:X40097408-40097409,0
chrX:40097395-40097495,chr:X40097444-40097445,0
chrX:40097395-40097495,chr:X40097401-40097402,0
chrX:40097395-40097495,chr:X40097409-40097414,0
chrX:40097395-40097495,chr:X40097439-40097440,0
chrX:40097395-40097495,chr:X40097450-40097451,0
chrX:40097395-40097495,chr:X40097467-40097468,0
chrX:40097395-40097495,chr:X40097424-40097425,0
chrX:40097395-40097495,chr:X40097424-40097425,0
chrX:40097395-40097495,chr:X40097449-40097450,0
chrX:40097395-40097495,chr:X40097462-40097463,0
chrX:40097395-40097495,chr:X40097464-40097465,0
chrX:40097395-40097495,chr:X40097469-40097474,0
chrX:40097395-40097495,chr:X40097432-40097433,0
chrX:40097395-40097495,chr:X40097449-40097450,0
chrX:40097395-40097495,chr:X40097482-40097484,0
chr1:150977090-150977190,chr:1150977151-150977152,0
chr1:11803488-11803588,chr:111803536-11803537,0
chr1:11803488-11803588,chr:111803555-11803557,0
chr1:11803488-11803588,chr:111803536-11803537,0
chr1:11803488-11803588,chr:111803495-11803496,0
chr1:11803488-11803588,chr:111803547-11803550,0
chr1:11803488-11803588,chr:111803536-11803537,0
chr1:11803488-11803588,chr:111803551-11803552,0
chr1:145964688-145964788,chr:1145964698-145964699,0
chr3:101676447-101676547,chr:3101676496-101676499,0
chr3:101676447-101676547,chr:3101676504-101676507,0
chr3:101676447-101676547,chr:3101676510-101676515,0
chr3:101676447-101676547,chr:3101676496-101676499,0
chr6:31972325-31972425,chr:631972373-31972374,0
chr6:31972325-31972425,chr:631972417-31972419,0
chr6:31972325-31972425,chr:631972327-31972328,0
chr6:31972325-31972425,chr:631972373-31972375,0
chr6:31972325-31972425,chr:631972373-31972375,0
chr10:24952506-24952606,chr:1024952527-24952528,0
chr10:24952506-24952606,chr:1024952549-24952550,0
chr10:24952506-24952606,chr:1024952553-24952554,0
chr10:24952506-24952606,chr:1024952527-24952528,0
chr10:24952506-24952606,chr:1024952549-24952550,0
chr10:24952506-24952606,chr:1024952553-24952554,0
chr10:24952506-24952606,chr:1024952573-24952574,0
chr10:24952506-24952606,chr:1024952593-24952596,0
chr10:24952506-24952606,chr:1024952527-24952528,0
chr10:24952506-24952606,chr:1024952549-24952550,0
chr10:24952506-24952606,chr:1024952572-24952573,0
chr10:24952506-24952606,chr:1024952527-24952528,0
chr10:24952506-24952606,chr:1024952549-24952550,0
chr10:24952506-24952606,chr:1024952572-24952573,0
chr17:48997165-48997265,chr:1748997207-48997208,0
chr17:48997165-48997265,chr:1748997242-48997243,0
chr17:48997165-48997265,chr:1748997191-48997192,0
chr17:48997165-48997265,chr:1748997216-48997217,0
chr17:48997165-48997265,chr:1748997242-48997243,0
chr17:48997165-48997265,chr:1748997247-48997248,0
chr5:131635123-131635223,chr:5131635137-131635138,0
chr5:131635123-131635223,chr:5131635154-131635155,0
chr5:131635123-131635223,chr:5131635169-131635174,0
chr5:131635123-131635223,chr:5131635186-131635187,0
chr5:131635123-131635223,chr:5131635183-131635184,0
chr5:131635123-131635223,chr:5131635192-131635194,0
chr5:131635123-131635223,chr:5131635165-131635167,0
chr5:131635123-131635223,chr:5131635197-131635201,0
chr5:131635123-131635223,chr:5131635204-131635205,0
chr5:131635123-131635223,chr:5131635133-131635135,0
chr5:131635123-131635223,chr:5131635165-131635167,0
chr5:131635123-131635223,chr:5131635137-131635138,0
chr5:131635123-131635223,chr:5131635154-131635155,0
chr5:131635123-131635223,chr:5131635183-131635187,0
chr5:131635123-131635223,chr:5131635189-131635190,0
chr19:38315694-38315794,chr:1938315738-38315741,0
chr19:38315694-38315794,chr:1938315778-38315779,0
chr19:38315694-38315794,chr:1938315698-38315699,0
chr19:38315694-38315794,chr:1938315738-38315741,0
chr19:38315694-38315794,chr:1938315698-38315699,0
chr19:38315694-38315794,chr:1938315738-38315741,0
chr19:38315694-38315794,chr:1938315700-38315701,0
chr19:38315694-38315794,chr:1938315710-38315711,0
chr19:38315694-38315794,chr:1938315717-38315718,0
chr19:38315694-38315794,chr:1938315747-38315748,0.7426254772827989
chr19:38315694-38315794,chr:1938315753-38315754,0.568286058628487
chr19:38315694-38315794,chr:1938315710-38315711,0
chr19:38315694-38315794,chr:1938315717-38315718,0
chr19:38315694-38315794,chr:1938315698-38315699,0
chr19:38315694-38315794,chr:1938315738-38315741,0
chr19:38315694-38315794,chr:1938315710-38315711,0
chr19:38315694-38315794,chr:1938315717-38315718,0
chr19:38315694-38315794,chr:1938315753-38315754,0.568286058628487
chr19:38315694-38315794,chr:1938315698-38315699,0
chr19:38315694-38315794,chr:1938315738-38315741,0
chr6:31736238-31736338,chr:631736247-31736249,0
chr6:31736238-31736338,chr:631736254-31736259,0
chr6:31736238-31736338,chr:631736313-31736314,0.0
chr6:31736238-31736338,chr:631736247-31736249,0
chr6:31736238-31736338,chr:631736247-31736249,0
chr6:31736238-31736338,chr:631736323-31736324,0.20122210435156015
chr11:62856003-62856103,chr:1162856017-62856018,0
chr11:62856003-62856103,chr:1162856075-62856076,0
chr11:62856003-62856103,chr:1162856017-62856018,0
chr11:62856003-62856103,chr:1162856079-62856080,0
chr11:62856003-62856103,chr:1162856056-62856057,0
chr11:62856003-62856103,chr:1162856079-62856080,0
chr11:62856003-62856103,chr:1162856075-62856076,0
chr11:62856003-62856103,chr:1162856098-62856099,0
chr11:62856003-62856103,chr:1162856079-62856080,0
chr11:62856003-62856103,chr:1162856075-62856076,0
chr11:62856003-62856103,chr:1162856079-62856080,0
chr1:50968703-50968803,chr:150968758-50968764,0.581384818808754
chr1:110339421-110339521,chr:1110339444-110339445,0
chr1:110339421-110339521,chr:1110339511-110339516,0.5968274309694143
chr1:110339421-110339521,chr:1110339518-110339519,0.4315622525326458
chr1:110339421-110339521,chr:1110339444-110339445,0
chr1:110339421-110339521,chr:1110339445-110339451,0
chr1:110339421-110339521,chr:1110339481-110339484,0
chr1:110339421-110339521,chr:1110339501-110339502,0.6407281093586705
chr1:110339421-110339521,chr:1110339444-110339445,0
chr7:155297877-155297977,chr:7155297932-155297933,0
chr7:155297877-155297977,chr:7155297942-155297943,0
chr7:155297877-155297977,chr:7155297950-155297954,0
chr7:155297877-155297977,chr:7155297932-155297933,0
chr7:155297877-155297977,chr:7155297958-155297959,0
chr7:155297877-155297977,chr:7155297932-155297933,0
chr7:155297877-155297977,chr:7155297932-155297933,0
chr7:155297877-155297977,chr:7155297942-155297943,0
chr7:155297877-155297977,chr:7155297958-155297959,0
chr7:155297877-155297977,chr:7155297932-155297933,0
chr7:155297877-155297977,chr:7155297958-155297959,0
chr7:155297877-155297977,chr:7155297884-155297890,0
chr7:155297877-155297977,chr:7155297917-155297918,0
chr7:155297877-155297977,chr:7155297962-155297963,0
chr7:155297877-155297977,chr:7155297917-155297918,0
chr7:155297877-155297977,chr:7155297934-155297935,0
chr7:155297877-155297977,chr:7155297938-155297939,0
chr7:155297877-155297977,chr:7155297934-155297935,0
chr7:155297877-155297977,chr:7155297938-155297939,0
chr7:155297877-155297977,chr:7155297946-155297947,0
chr7:155297877-155297977,chr:7155297958-155297959,0
chr7:155297877-155297977,chr:7155297917-155297918,0
chr7:155297877-155297977,chr:7155297962-155297963,0
chr7:155297877-155297977,chr:7155297970-155297973,0
chr1:204516362-204516462,chr:1204516366-204516367,0
chr1:204516362-204516462,chr:1204516415-204516416,0
chr1:204516362-204516462,chr:1204516366-204516367,0
chr1:204516362-204516462,chr:1204516370-204516371,0
chr1:204516362-204516462,chr:1204516378-204516379,0
chr1:204516362-204516462,chr:1204516406-204516407,0
chr1:204516362-204516462,chr:1204516416-204516417,0
chr1:204516362-204516462,chr:1204516378-204516379,0
chr1:204516362-204516462,chr:1204516406-204516407,0
chr1:204516362-204516462,chr:1204516416-204516419,0
chr1:204516362-204516462,chr:1204516366-204516367,0
chr1:204516362-204516462,chr:1204516414-204516415,0
chr1:204516362-204516462,chr:1204516364-204516365,0
chr1:204516362-204516462,chr:1204516392-204516397,0
chr1:204516362-204516462,chr:1204516415-204516416,0
chr1:204516362-204516462,chr:1204516366-204516367,0
chr1:204516362-204516462,chr:1204516390-204516394,0
chr1:204516362-204516462,chr:1204516427-204516429,0
chr1:204516362-204516462,chr:1204516430-204516431,0
chr1:23791161-23791261,chr:123791221-23791227,0.5551454542620514
chr1:23791161-23791261,chr:123791244-23791245,0.3618223478432554
chr5:40835153-40835253,chr:540835242-40835245,0
chr5:40835153-40835253,chr:540835250-40835251,0
chr10:96750282-96750382,chr:1096750311-96750312,0.9593227443065109
chr10:96750282-96750382,chr:1096750303-96750307,0.7956145929738636
chr10:96750282-96750382,chr:1096750311-96750312,0.9593227443065109
chr10:96750282-96750382,chr:1096750311-96750312,0.9593227443065109
chr10:96750282-96750382,chr:1096750343-96750348,0.28770517371255483
chr10:96750282-96750382,chr:1096750360-96750363,0.7529859297252227
chr10:96750282-96750382,chr:1096750293-96750298,0.8628264544071798
chr10:96750282-96750382,chr:1096750305-96750308,0.7956145929738636
chr10:96750282-96750382,chr:1096750344-96750345,0
chr10:96750282-96750382,chr:1096750360-96750363,0.7529859297252227
chr10:96750282-96750382,chr:1096750299-96750302,0.7640774402945727
chr10:96750282-96750382,chr:1096750360-96750363,0.7529859297252227
chr10:96750282-96750382,chr:1096750355-96750356,0
chr10:96750282-96750382,chr:1096750368-96750374,0.6701166158261792
chr10:96750282-96750382,chr:1096750311-96750312,0.9593227443065109
chr1:225924171-225924271,chr:1225924181-225924182,0
chr6:34696703-34696803,chr:634696782-34696784,0
chr6:34696703-34696803,chr:634696750-34696751,0
chr6:34696703-34696803,chr:634696761-34696764,0
chr6:34696703-34696803,chr:634696766-34696769,0
chr1:44739819-44739919,chr:144739841-44739842,0
chr1:44739819-44739919,chr:144739822-44739823,0
chr1:44739819-44739919,chr:144739826-44739827,0
chr1:44739819-44739919,chr:144739841-44739842,0
chr1:44739819-44739919,chr:144739822-44739823,0
chr1:44739819-44739919,chr:144739826-44739827,0
chr1:44739819-44739919,chr:144739841-44739842,0
chr1:44739819-44739919,chr:144739826-44739827,0
chr1:44739819-44739919,chr:144739849-44739854,0.422046609747711
chr1:44739819-44739919,chr:144739822-44739823,0
chr1:44739819-44739919,chr:144739826-44739827,0
chr20:35742168-35742268,chr:2035742217-35742221,0.5610615870910568
chr20:35742168-35742268,chr:2035742226-35742232,0.37947721977315996
chr20:35742168-35742268,chr:2035742230-35742231,0.44186741905018495
chr20:35742168-35742268,chr:2035742171-35742172,0.24535262056245213
chr20:35742168-35742268,chr:2035742217-35742221,0.5610615870910568
chr20:35742168-35742268,chr:2035742233-35742234,0
chr20:35742168-35742268,chr:2035742181-35742182,0.45912763381107324
chr20:35742168-35742268,chr:2035742233-35742234,0
chr20:35742168-35742268,chr:2035742260-35742261,0
chr20:35742168-35742268,chr:2035742210-35742211,0
chr20:35742168-35742268,chr:2035742254-35742255,0
chr20:35742168-35742268,chr:2035742259-35742261,0
chr22:21002028-21002128,chr:2221002083-21002087,0
chr22:21002028-21002128,chr:2221002083-21002087,0
chr22:21002028-21002128,chr:2221002083-21002087,0
chr22:21002028-21002128,chr:2221002110-21002111,0
chr22:21002028-21002128,chr:2221002116-21002119,0
chrX:48786561-48786661,chr:X48786651-48786652,0
chrX:48786561-48786661,chr:X48786596-48786597,0
chrX:48786561-48786661,chr:X48786616-48786617,0
chrX:48786561-48786661,chr:X48786647-48786650,0
chrX:48786561-48786661,chr:X48786652-48786653,0
chr20:38962342-38962442,chr:2038962377-38962378,0
chr20:38962342-38962442,chr:2038962353-38962356,0
chr20:38962342-38962442,chr:2038962362-38962363,0
chr20:38962342-38962442,chr:2038962364-38962365,0
chr20:38962342-38962442,chr:2038962379-38962380,0
chr20:38962342-38962442,chr:2038962381-38962382,0
chr20:38962342-38962442,chr:2038962391-38962394,0
chr20:38962342-38962442,chr:2038962439-38962440,0
chr20:38962342-38962442,chr:2038962379-38962380,0
chr20:38962342-38962442,chr:2038962381-38962382,0
chr20:38962342-38962442,chr:2038962377-38962378,0
chr20:38962342-38962442,chr:2038962417-38962419,0
chr20:38962342-38962442,chr:2038962379-38962380,0
chr20:38962342-38962442,chr:2038962381-38962382,0
chr20:38962342-38962442,chr:2038962421-38962422,0
chr17:27333295-27333395,chr:1727333328-27333329,0
chr17:27333295-27333395,chr:1727333331-27333332,0
chr17:27333295-27333395,chr:1727333328-27333329,0
chr17:27333295-27333395,chr:1727333331-27333332,0
chr1:47231829-47231929,chr:147231836-47231837,0
chr1:47231829-47231929,chr:147231903-47231905,0
chr1:47231829-47231929,chr:147231836-47231837,0
chr1:47231829-47231929,chr:147231847-47231850,0
chr1:47231829-47231929,chr:147231875-47231880,0
chr1:47231829-47231929,chr:147231907-47231911,0
chr1:47231829-47231929,chr:147231836-47231837,0
chr1:47231829-47231929,chr:147231847-47231850,0
chr1:47231829-47231929,chr:147231875-47231880,0
chrX:41333481-41333581,chr:X41333506-41333507,0
chr2:55232634-55232734,chr:255232667-55232668,0
chr2:55232634-55232734,chr:255232650-55232651,0
chr2:55232634-55232734,chr:255232667-55232668,0
chr2:55232634-55232734,chr:255232674-55232675,0.6273045513002057
chr2:55232634-55232734,chr:255232650-55232652,0
chr2:55232634-55232734,chr:255232667-55232668,0
chr2:55232634-55232734,chr:255232650-55232651,0
chr2:55232634-55232734,chr:255232667-55232668,0
chr2:55232634-55232734,chr:255232674-55232677,0.3402514752378255
chr2:55232634-55232734,chr:255232729-55232730,0
chr2:55232634-55232734,chr:255232650-55232652,0
chr2:55232634-55232734,chr:255232667-55232668,0
chr2:55232634-55232734,chr:255232676-55232677,0.05319839917544536
chr2:55232634-55232734,chr:255232683-55232685,0.1594180761320216
chr1:179017292-179017392,chr:1179017353-179017354,0
chr1:179017292-179017392,chr:1179017353-179017354,0
chr1:179017292-179017392,chr:1179017379-179017380,0
chr1:179017292-179017392,chr:1179017305-179017307,0
chr19:41264331-41264431,chr:1941264334-41264336,0
chr19:41264331-41264431,chr:1941264341-41264347,0
chr19:41264331-41264431,chr:1941264378-41264379,0.38294629056308593
chr19:41264331-41264431,chr:1941264378-41264379,0.38294629056308593
chr19:41264331-41264431,chr:1941264423-41264424,0.36442030763233335
chr19:41264331-41264431,chr:1941264334-41264336,0
chr19:41264331-41264431,chr:1941264378-41264379,0.38294629056308593
chr19:41264331-41264431,chr:1941264334-41264336,0
chr19:41264331-41264431,chr:1941264378-41264379,0.38294629056308593
chr8:41828836-41828936,chr:841828900-41828901,0
chr8:41828836-41828936,chr:841828920-41828924,0
chr8:41828836-41828936,chr:841828920-41828924,0
chr8:41828836-41828936,chr:841828848-41828849,0
chr8:41828836-41828936,chr:841828893-41828894,0
chr8:41828836-41828936,chr:841828899-41828900,0
chr8:41828836-41828936,chr:841828848-41828849,0
chr8:41828836-41828936,chr:841828916-41828917,0
chr8:41828836-41828936,chr:841828844-41828848,0
chr8:41828836-41828936,chr:841828916-41828917,0
chr8:41828836-41828936,chr:841828916-41828917,0
chr7:14002929-14003029,chr:714002960-14002965,0
chr8:1763737-1763837,chr:81763768-1763770,0
chr8:1763737-1763837,chr:81763813-1763814,0
chr8:1763737-1763837,chr:81763817-1763818,0
chr8:1763737-1763837,chr:81763774-1763779,0
chr8:1763737-1763837,chr:81763788-1763789,0
chr8:1763737-1763837,chr:81763816-1763817,0
chr8:1763737-1763837,chr:81763813-1763814,0
chr8:1763737-1763837,chr:81763817-1763818,0
chr8:1763737-1763837,chr:81763791-1763792,0
chr8:1763737-1763837,chr:81763819-1763820,0
chr8:1763737-1763837,chr:81763813-1763814,0
chr8:1763737-1763837,chr:81763824-1763825,0
chr1:16644758-16644858,chr:116644844-16644846,0
chr1:16644758-16644858,chr:116644844-16644846,0
chr1:16644758-16644858,chr:116644844-16644846,0
chr1:16644758-16644858,chr:116644789-16644790,0
chr1:16644758-16644858,chr:116644844-16644846,0
chr1:16644758-16644858,chr:116644807-16644808,0
chr1:16644758-16644858,chr:116644844-16644846,0
chr1:16644758-16644858,chr:116644774-16644775,0
chr1:16644758-16644858,chr:116644843-16644846,0
chr1:16644758-16644858,chr:116644844-16644846,0
chr1:16644758-16644858,chr:116644844-16644846,0
chr1:16644758-16644858,chr:116644844-16644846,0
chr3:196142822-196142922,chr:3196142905-196142907,0
chr3:196142822-196142922,chr:3196142912-196142913,0
chr3:196142822-196142922,chr:3196142846-196142849,0
chr3:196142822-196142922,chr:3196142858-196142861,0
chr3:196142822-196142922,chr:3196142864-196142865,0
chr3:196142822-196142922,chr:3196142858-196142861,0
chr3:196142822-196142922,chr:3196142864-196142865,0
chr3:196142822-196142922,chr:3196142905-196142907,0
chr3:196142822-196142922,chr:3196142911-196142912,0
chr14:81533756-81533856,chr:1481533788-81533789,0.9097407845636526
chr7:105013537-105013637,chr:7105013606-105013607,0
chr7:105013537-105013637,chr:7105013575-105013576,0
chr7:105013537-105013637,chr:7105013569-105013571,0
chr7:105013537-105013637,chr:7105013575-105013576,0
chr7:105013537-105013637,chr:7105013575-105013576,0
chr7:105013537-105013637,chr:7105013626-105013631,0
chr17:17823520-17823620,chr:1717823526-17823528,0.5812011948752608
chr17:17823520-17823620,chr:1717823592-17823593,0
chr17:17823520-17823620,chr:1717823596-17823597,0.21495759129063494
chr17:17823520-17823620,chr:1717823526-17823528,0.5812011948752608
chr17:17823520-17823620,chr:1717823590-17823594,0.4431527269429157
chr17:17823520-17823620,chr:1717823596-17823597,0.21495759129063494
chr17:17823520-17823620,chr:1717823600-17823601,0.20331604216587232
chr17:17823520-17823620,chr:1717823526-17823528,0.5812011948752608
chr17:17823520-17823620,chr:1717823526-17823528,0.5812011948752608
chr17:17823520-17823620,chr:1717823526-17823528,0.5812011948752608
chr17:17823520-17823620,chr:1717823604-17823610,0.6257003507971198
chr17:17823520-17823620,chr:1717823613-17823614,0
chr17:17823520-17823620,chr:1717823526-17823528,0.5812011948752608
chr17:17823520-17823620,chr:1717823604-17823609,0.6257003507971198
chr5:10250262-10250362,chr:510250277-10250278,0.37078760886192025
chr5:10250262-10250362,chr:510250282-10250283,0.6731554216511094
chr5:10250262-10250362,chr:510250295-10250297,0.5311595458329285
chr5:10250262-10250362,chr:510250331-10250333,0
chr5:10250262-10250362,chr:510250283-10250288,0.2607029067875751
chr5:10250262-10250362,chr:510250306-10250307,0.12218416838155442
chr5:10250262-10250362,chr:510250345-10250346,0.7396715866690894
chr5:10250262-10250362,chr:510250282-10250283,0.6731554216511094
chr5:10250262-10250362,chr:510250295-10250297,0.5311595458329285
chr5:10250262-10250362,chr:510250306-10250307,0.12218416838155442
chr5:10250262-10250362,chr:510250345-10250346,0.7396715866690894
chr5:10250262-10250362,chr:510250282-10250283,0.6731554216511094
chr5:10250262-10250362,chr:510250295-10250297,0.5311595458329285
chr5:10250262-10250362,chr:510250282-10250283,0.6731554216511094
chr5:10250262-10250362,chr:510250295-10250297,0.5311595458329285
chr5:127030465-127030565,chr:5127030500-127030501,0
chr5:127030465-127030565,chr:5127030515-127030517,0
chr5:127030465-127030565,chr:5127030541-127030542,0
chr5:127030465-127030565,chr:5127030470-127030471,0
chr5:127030465-127030565,chr:5127030481-127030482,0
chr5:127030465-127030565,chr:5127030518-127030519,0
chr5:127030465-127030565,chr:5127030481-127030482,0
chr5:127030465-127030565,chr:5127030541-127030542,0
chr5:127030465-127030565,chr:5127030481-127030482,0
chr5:127030465-127030565,chr:5127030512-127030513,0
chr5:127030465-127030565,chr:5127030515-127030517,0
chr5:127030465-127030565,chr:5127030537-127030539,0
chr5:127030465-127030565,chr:5127030480-127030481,0
chr5:127030465-127030565,chr:5127030481-127030482,0
chr5:127030465-127030565,chr:5127030513-127030515,0
chr5:127030465-127030565,chr:5127030518-127030519,0
chr3:177196411-177196511,chr:3177196442-177196443,0
chr3:177196411-177196511,chr:3177196453-177196454,0
chr3:177196411-177196511,chr:3177196442-177196443,0
chr3:177196411-177196511,chr:3177196453-177196454,0
chr3:177196411-177196511,chr:3177196442-177196443,0
chr3:177196411-177196511,chr:3177196453-177196454,0
chr3:177196411-177196511,chr:3177196444-177196447,0
chr3:177196411-177196511,chr:3177196451-177196452,0
chr3:177196411-177196511,chr:3177196454-177196458,0
chr3:177196411-177196511,chr:3177196467-177196468,0
chr3:177196411-177196511,chr:3177196442-177196443,0
chr3:177196411-177196511,chr:3177196453-177196454,0
chr7:12686856-12686956,chr:712686892-12686893,0
chr7:12686856-12686956,chr:712686951-12686952,0.7997488294349258
chr7:12686856-12686956,chr:712686903-12686904,0
chr7:12686856-12686956,chr:712686943-12686945,0.7643475847055102
chr7:12686856-12686956,chr:712686877-12686878,0
chr7:12686856-12686956,chr:712686903-12686904,0
chr7:12686856-12686956,chr:712686940-12686941,0
chr7:12686856-12686956,chr:712686938-12686939,0.3685875901480357
chr7:12686856-12686956,chr:712686872-12686873,0
chr7:12686856-12686956,chr:712686903-12686904,0
chr7:12686856-12686956,chr:712686938-12686939,0.3685875901480357
chr7:12686856-12686956,chr:712686877-12686883,0
chr7:12686856-12686956,chr:712686938-12686939,0.3685875901480357
chr7:12686856-12686956,chr:712686864-12686867,0
chr7:12686856-12686956,chr:712686875-12686881,0
chr7:12686856-12686956,chr:712686892-12686893,0
chr7:12686856-12686956,chr:712686869-12686875,0
chr7:12686856-12686956,chr:712686926-12686927,0
chr7:12686856-12686956,chr:712686938-12686939,0.3685875901480357
chr7:12686856-12686956,chr:712686892-12686893,0
chr7:12686856-12686956,chr:712686925-12686927,0.4390350243399076
chr7:12686856-12686956,chr:712686938-12686939,0.3685875901480357
chr1:45688178-45688278,chr:145688221-45688222,0
chr1:45688178-45688278,chr:145688215-45688216,0
